Variable,row,age,sex,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,maharat,roshd,khodpeiravi,ertebatm,rezayat,manaviat,shadi,behzisti,maharat ej,raftar gheir ej,parkhash,bartari,rabete hamsal
,139,,2,5,3,1,1,1,1,1,1,2,2,5,2,2,2,1,1,3,2,3,3,2,1,1,5,2,4,2,1,4,3,2,2,2,2,3,2,2,1,1,1,2,3,3,2,3,2,2,3,1,3,3,2,4,3,4,2,2,4,2,2,2,2,2,2,1,3,2,2,2,3,2,3,3,2,3,2,2,4,5,5,5,4,1,5,5,3,4,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,4,3,3,1,4,1,1,5,2,4,4,1,1,5,4,4,154,18,32,13,38,23,50,175,80,11,20,13,30
,140,,2,3,3,3,2,2,1,1,4,4,3,1,3,4,5,5,1,1,3,1,1,3,2,1,5,1,1,1,1,5,5,1,1,1,1,4,3,4,1,1,5,5,1,1,3,1,5,5,3,3,2,5,1,5,4,4,3,3,3,3,1,1,1,1,1,3,2,1,1,1,3,2,1,1,1,3,3,1,5,3,4,5,2,5,5,4,3,1,2,3,5,1,5,5,1,2,1,1,4,1,5,1,1,5,1,3,3,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,1,1,5,131,21,26,24,34,24,50,186,61,26,18,7,19
,141,,2,2,3,1,1,2,1,1,1,3,2,1,1,1,4,1,1,2,5,3,1,1,1,1,3,3,3,1,1,3,4,1,1,3,3,1,1,1,2,3,1,3,3,2,1,3,1,1,2,1,3,1,3,3,3,3,1,1,1,3,3,1,4,1,1,3,1,3,2,3,2,1,3,2,4,3,1,1,5,5,5,4,3,4,5,4,5,4,5,3,4,4,5,5,4,3,1,1,2,1,2,1,1,5,1,1,2,1,3,1,1,1,2,1,1,1,3,1,2,3,1,1,3,2,1,5,1,1,4,1,3,1,1,4,145,18,18,14,41,22,40,153,77,18,18,11,21
,142,,2,3,3,1,2,2,4,1,3,2,3,3,5,4,5,1,3,3,4,2,3,2,2,3,4,1,2,4,2,5,4,3,2,4,1,2,2,4,2,5,3,5,4,3,4,1,3,4,2,4,3,1,3,4,4,1,2,1,2,4,4,3,4,2,3,1,4,3,1,2,1,3,1,1,3,4,2,3,3,5,4,2,5,3,4,3,3,3,4,5,5,1,4,2,4,3,1,5,2,4,3,1,3,1,1,1,1,1,4,1,3,3,1,3,1,3,4,1,1,1,1,4,5,1,3,4,1,1,5,2,2,1,1,2,146,20,31,21,50,35,53,214,63,23,26,15,19
,143,,2,5,3,2,2,5,5,5,5,5,1,3,5,5,5,5,3,2,5,4,3,4,5,4,3,2,5,2,3,3,2,5,4,3,2,5,2,3,4,1,2,3,2,5,4,2,3,4,5,4,3,2,2,3,4,5,2,3,4,2,1,2,3,4,5,4,3,2,1,2,3,4,5,5,4,3,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,149,29,35,30,59,38,71,262,89,16,17,6,21
,144,,2,1,1,2,2,2,3,2,2,2,1,2,4,4,4,2,2,1,3,5,4,4,3,2,5,2,3,2,1,5,5,1,1,1,1,5,1,2,1,2,4,3,2,5,4,1,1,2,1,3,4,1,1,4,4,2,3,1,5,5,1,1,1,1,1,3,4,1,1,2,2,4,1,1,5,3,5,2,4,5,4,5,4,3,4,4,4,2,5,3,4,4,4,5,3,5,2,1,2,1,1,2,1,2,3,4,4,3,5,3,3,4,4,2,1,5,3,5,4,3,2,3,3,2,4,5,2,1,3,4,4,2,3,4,182,22,32,19,37,26,50,191,72,23,42,17,28
,145,,2,4,2,3,1,4,2,4,2,4,1,4,4,2,4,2,3,1,3,5,4,4,4,2,3,1,2,2,3,2,4,4,1,4,2,2,2,4,2,3,5,3,3,4,3,3,3,3,4,4,2,4,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,5,5,4,4,2,5,4,4,3,4,2,4,1,1,4,5,1,2,2,4,2,4,3,1,5,2,4,1,2,1,5,5,5,2,2,1,1,1,1,2,2,3,2,3,1,2,5,2,4,1,3,2,4,2,2,3,157,19,34,28,60,30,50,226,60,30,28,16,23
,146,,2,2,3,2,2,1,2,1,1,2,2,3,1,3,5,4,2,3,1,5,4,5,1,2,2,1,3,3,1,3,4,4,1,3,1,1,1,3,4,5,4,2,2,3,5,1,4,1,3,1,3,1,1,4,4,1,2,1,2,5,5,1,3,1,4,1,4,1,4,1,2,4,1,1,4,1,4,5,5,4,5,3,2,4,5,3,5,4,5,4,5,3,5,4,4,4,1,1,5,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,3,3,2,1,3,1,2,5,4,4,5,1,4,1,4,5,153,18,26,21,45,28,49,194,74,18,16,12,33
,147,,2,1,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,4,2,2,2,2,4,2,1,1,3,5,1,2,3,1,4,3,2,3,4,1,3,1,4,2,3,3,1,1,1,5,1,3,4,3,4,4,4,4,4,3,1,1,2,1,3,4,1,3,3,3,3,3,1,1,1,1,1,5,5,5,5,1,1,5,5,5,5,3,5,5,3,1,3,4,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,11,1,1,1,1,1,3,1,1,3,1,1,5,1,1,2,3,3,3,2,3,4,3,5,146,19,23,16,45,26,47,179,69,13,24,12,28
,148,,2,3,2,2,1,1,2,3,4,3,2,1,5,2,3,3,2,1,4,3,4,3,2,3,4,3,4,2,5,4,4,2,2,2,2,4,2,2,2,4,4,4,2,4,4,2,3,4,2,2,4,2,2,4,2,2,4,2,4,3,3,3,2,4,2,4,1,2,4,2,5,4,2,4,2,3,3,4,5,3,4,2,2,1,4,4,4,5,4,2,5,4,5,5,2,5,1,1,1,1,1,2,1,4,1,1,2,1,3,1,2,1,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,127,27,30,22,48,37,55,221,66,16,23,6,16
,149,,2,3,3,3,2,2,2,2,1,3,3,3,3,4,3,1,2,3,4,3,3,3,3,2,5,2,3,3,2,5,4,4,5,4,2,5,4,5,1,1,1,3,3,3,3,1,2,3,2,1,2,3,2,5,2,3,5,2,3,3,3,1,3,1,3,3,2,3,2,3,3,3,3,1,3,3,1,3,4,5,5,3,2,3,5,5,3,4,5,2,5,2,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,2,2,1,3,2,1,5,2,1,2,3,1,5,3,3,3,4,3,139,22,34,20,46,30,58,212,69,11,18,14,27
,150,,2,3,4,4,1,2,1,1,1,3,1,1,2,2,4,1,1,2,3,2,2,1,1,1,5,1,5,1,1,3,5,3,1,1,1,2,1,1,1,1,1,1,3,1,5,1,1,5,1,3,1,5,3,1,1,1,3,1,1,1,1,1,3,1,3,5,1,5,5,1,3,3,5,3,3,3,1,3,4,2,4,3,2,3,2,3,3,2,5,3,4,4,1,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,1,2,2,2,1,4,5,2,2,5,1,1,1,1,1,2,5,1,5,1,3,5,1,2,129,17,25,13,37,24,52,167,53,12,29,10,25
,151,,2,4,4,1,1,2,3,2,1,2,1,2,1,2,3,1,2,1,5,1,3,3,2,2,3,2,3,1,1,2,5,1,1,1,2,3,2,1,1,1,1,1,1,1,5,2,1,2,1,1,1,2,3,1,2,5,1,1,2,1,1,1,1,1,3,1,1,11,1,2,1,1,1,5,4,3,1,5,5,5,5,4,3,5,5,5,4,5,5,5,5,2,5,5,4,3,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,5,2,3,5,1,2,5,1,1,5,3,3,4,4,5,4,2,3,170,15,24,15,33,19,55,158,80,17,25,15,33
,152,,2,3,1,2,1,3,2,1,1,2,2,2,1,3,1,1,2,1,2,3,4,3,2,2,5,3,3,2,1,4,5,1,1,2,1,4,2,2,2,1,4,2,4,1,5,3,1,2,1,1,4,3,2,2,1,5,4,2,4,3,2,1,1,1,4,2,1,1,2,2,3,4,2,2,1,3,2,2,3,2,4,5,4,3,5,3,3,4,5,4,4,5,5,5,5,5,1,1,4,3,2,1,1,1,2,1,2,1,3,1,1,1,1,1,1,2,3,1,1,5,5,3,5,5,5,5,1,1,3,1,1,1,1,5,157,19,29,21,39,25,40,174,74,19,17,28,19
,153,,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,5,1,1,1,5,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,5,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,4,2,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,5,1,2,5,1,1,5,1,5,1,1,5,150,16,26,12,24,16,35,130,84,15,15,11,25
,154,,2,3,2,1,1,1,1,1,1,2,2,1,2,3,2,1,1,1,4,5,4,1,2,1,4,1,4,1,1,1,2,3,2,1,1,5,1,2,1,5,4,4,2,4,4,3,4,5,1,2,5,1,1,5,2,1,5,1,5,4,1,1,1,1,1,1,1,1,1,1,5,2,3,5,1,1,5,5,4,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,3,2,2,1,2,2,4,2,2,2,1,5,2,5,2,2,2,1,3,2,1,4,2,1,5,2,3,4,3,1,4,3,5,4,5,3,3,2,5,187,17,28,16,31,31,51,178,83,25,27,18,34
,155,,2,2,1,1,1,3,1,3,1,1,2,3,1,1,3,1,1,2,1,3,3,2,2,1,3,5,3,1,2,4,4,2,2,4,3,3,2,3,4,5,3,4,2,3,5,2,2,1,2,4,5,2,2,3,4,5,5,2,3,3,2,3,2,1,2,3,2,4,2,3,5,3,1,3,3,2,3,4,4,3,2,5,3,5,5,4,5,3,5,4,5,2,5,5,3,3,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,5,1,1,5,2,1,3,1,1,4,1,1,1,1,3,136,23,27,20,49,30,49,200,71,16,18,15,16
,156,,2,4,2,2,4,4,4,2,2,4,4,2,3,3,2,2,4,2,4,4,4,3,4,4,4,4,4,2,2,2,4,2,2,2,4,4,2,4,2,2,4,2,2,3,5,4,1,3,2,1,1,2,4,4,4,5,4,2,4,5,5,2,4,1,2,1,1,1,5,3,5,2,4,4,2,2,1,5,5,5,5,4,3,2,5,4,5,4,5,4,4,4,5,5,2,5,3,1,2,2,2,2,1,4,2,1,4,2,4,2,2,4,1,1,1,4,2,2,3,4,4,4,5,4,5,5,3,2,2,2,3,1,3,3,178,23,32,25,65,28,60,231,76,24,28,26,24
,157,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,3,5,1,3,5,5,1,1,5,4,1,2,4,4,5,2,3,1,3,2,5,4,4,2,1,3,2,3,2,2,5,1,5,1,1,3,4,2,3,1,2,3,4,4,4,3,2,2,1,5,2,1,1,2,4,4,5,5,3,1,4,1,1,1,5,2,5,5,5,5,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,5,1,1,1,1,2,1,2,2,1,3,5,2,5,2,1,5,2,5,1,1,5,126,23,23,18,40,25,57,192,53,11,20,15,27
,158,,2,2,3,1,1,2,1,1,1,3,2,1,1,1,4,1,1,2,5,3,1,1,1,1,3,3,3,1,1,3,4,1,1,3,3,1,1,1,2,3,1,3,3,2,1,3,1,1,2,1,3,1,3,3,3,3,1,1,1,3,3,1,4,1,1,3,1,3,2,3,2,1,3,2,4,3,1,1,4,2,3,4,4,2,5,2,2,1,5,3,4,2,5,5,1,5,1,2,1,1,4,3,4,2,2,1,5,5,2,3,3,5,2,2,2,4,2,3,3,2,2,4,5,5,5,5,3,1,3,2,5,1,2,5,171,18,18,14,41,22,40,153,59,26,36,23,27
,159,,2,1,1,2,3,1,2,5,1,3,5,3,5,5,4,1,3,2,3,5,5,5,5,4,5,1,1,1,1,5,5,5,1,2,1,2,1,5,1,3,5,5,1,1,5,1,1,3,3,1,5,1,5,5,3,2,2,2,1,5,1,4,3,3,5,2,4,3,3,4,4,4,1,4,5,3,1,3,5,3,3,3,4,2,5,4,1,1,5,3,5,1,3,5,1,5,2,1,2,5,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107,26,36,34,58,30,46,228,59,21,12,6,9
,160,,2,3,4,4,1,2,1,1,1,3,1,1,2,2,4,1,1,2,3,2,2,1,1,1,5,1,5,1,1,3,5,3,1,1,1,2,1,1,1,1,1,1,3,1,5,1,1,5,1,3,1,5,3,1,1,1,3,1,1,1,1,1,3,1,3,5,1,5,5,1,3,3,5,3,3,3,1,3,4,2,4,3,2,3,2,3,3,2,5,3,5,4,1,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,1,2,2,2,1,4,5,2,2,5,1,1,1,1,1,2,5,1,5,1,3,5,1,2,130,17,25,13,37,24,52,167,54,12,29,10,25
,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
