Variable,row,age,sex,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,maharat,roshd,khodpeiravi,ertebatm,rezayat,manaviat,shadi,behzisti
,1,,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,1,1,2,3,5,1,1,1,5,1,5,1,1,2,4,2,1,5,3,5,2,1,1,4,5,5,2,3,4,4,1,4,1,1,1,1,4,2,4,5,4,1,5,4,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,3,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,1,1,5,1,1,5,2,3,5,1,1,5,1,1,5,1,5,1,1,5,168,15,28,16,42,22,48,170
,2,,1,3,1,2,1,2,1,1,1,1,2,3,3,4,2,1,1,2,4,4,2,2,2,1,4,3,3,1,1,2,5,1,1,1,1,5,1,1,1,2,3,4,2,2,5,2,1,1,1,2,2,1,2,4,2,4,2,2,4,2,2,2,3,1,2,1,1,1,4,2,5,2,2,4,4,4,2,2,5,4,5,4,4,5,5,5,5,4,5,4,4,5,2,5,4,5,1,4,2,1,2,1,1,1,1,1,4,1,5,3,3,1,1,2,1,2,5,1,1,3,4,2,3,2,3,4,1,2,2,4,3,2,5,5,170,18,26,17,43,21,47,171
,3,,1,3,4,4,1,1,1,1,1,1,1,3,2,2,2,1,1,1,2,5,3,1,1,1,5,4,2,1,1,2,3,1,1,1,1,3,1,3,1,4,5,3,4,1,5,2,1,2,2,1,2,1,1,2,1,2,2,1,3,2,1,2,3,4,5,1,2,3,4,5,5,2,3,1,2,3,4,1,5,5,5,5,3,3,5,5,5,5,5,5,5,2,5,5,3,5,1,1,1,1,1,1,3,1,1,1,2,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,3,1,1,1,135,15,31,18,34,27,42,171
,4,,1,2,5,2,2,2,2,1,2,2,5,4,1,2,2,1,2,1,2,3,2,2,2,2,5,3,3,1,1,4,5,2,2,2,2,5,2,3,2,1,4,1,1,1,3,3,1,2,1,1,1,4,1,2,3,3,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,1,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,4,1,1,1,1,1,1,1,3,1,1,2,4,1,1,1,1,1,1,1,2,5,1,1,5,3,1,5,2,2,2,1,2,5,1,5,1,1,1,155,24,29,20,45,25,53,193
,5,,1,1,1,2,1,1,1,1,1,1,2,4,1,5,2,1,1,2,1,1,2,1,1,1,5,1,4,1,1,4,5,1,1,1,1,4,2,4,1,2,1,1,1,1,2,4,1,2,4,2,2,1,4,4,1,4,4,2,2,3,4,2,2,1,4,2,1,1,2,1,4,2,2,4,2,1,1,4,5,5,4,5,4,1,5,4,4,4,4,4,5,4,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,11,1,1,1,4,4,2,5,4,2,5,1,1,4,1,4,5,1,1,152,24,25,12,40,22,38,159
,6,,1,3,4,2,2,2,2,1,1,2,2,2,2,2,2,5,5,5,5,5,3,1,3,1,1,1,1,3,3,5,5,1,5,1,1,5,1,3,3,3,3,3,3,3,3,2,2,2,4,2,4,4,2,3,1,3,5,3,1,1,1,1,3,1,1,1,3,1,3,1,4,3,5,2,2,1,3,3,3,4,2,1,4,4,5,2,3,1,5,2,3,3,2,5,1,2,2,1,5,2,5,2,2,2,2,2,4,1,1,2,3,2,4,2,1,2,5,1,2,3,2,2,2,2,2,5,1,3,3,2,4,2,2,4,146,19,21,15,44,36,59,197
,7,,1,3,1,3,3,1,2,3,2,3,3,3,3,3,3,1,1,3,2,4,4,2,3,3,4,4,3,2,3,4,3,4,1,3,4,4,4,2,4,3,4,2,2,2,3,2,3,2,1,5,1,3,2,2,1,4,3,2,2,1,4,2,2,1,2,2,2,2,4,2,4,4,4,5,1,1,1,5,2,3,4,5,2,4,5,5,1,3,5,2,5,3,5,5,3,4,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,5,3,1,5,5,5,2,1,1,5,1,5,1,3,3,144,23,27,20,61,27,49,206
,8,,1,4,3,2,2,3,4,1,2,1,1,4,2,4,2,3,2,3,4,5,4,1,2,4,5,1,5,2,4,2,4,2,1,3,4,2,1,2,2,2,4,4,2,2,4,2,1,4,1,2,1,1,2,3,3,4,4,2,2,2,3,1,1,1,2,1,1,1,2,1,4,1,2,4,4,3,1,2,4,4,5,5,4,5,5,5,1,5,5,4,5,5,4,5,5,5,2,1,5,1,2,1,1,3,5,1,3,1,3,1,5,1,1,1,1,5,1,1,1,3,1,1,5,4,5,5,1,1,5,1,4,1,3,5,173,19,31,17,49,25,51,190
,9,,1,2,5,1,2,2,1,3,1,2,2,1,1,3,3,2,1,1,2,3,5,2,2,2,5,4,3,1,1,4,3,2,1,3,3,4,3,3,1,1,2,2,1,1,1,5,1,3,1,1,1,1,3,3,2,4,1,3,4,4,1,2,4,3,3,3,3,3,3,3,3,3,3,2,5,1,1,1,5,5,5,4,3,2,5,4,5,4,5,4,4,3,4,4,4,5,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,2,5,2,1,3,2,2,2,1,3,4,3,2,2,1,2,5,2,1,143,22,34,18,48,17,43,182
,10,,1,1,1,2,3,3,2,1,1,3,1,2,3,5,4,1,1,2,2,2,4,2,2,1,5,2,2,1,1,3,4,3,1,2,3,5,3,2,3,3,3,4,2,3,3,1,3,3,3,2,5,3,1,2,2,3,5,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,4,3,5,4,5,3,4,3,4,3,5,4,3,4,1,1,1,2,1,1,1,5,1,1,3,4,2,1,4,1,3,1,1,3,3,2,1,1,1,1,1,1,2,4,3,1,2,5,5,1,2,2,145,22,29,19,46,31,49,199
,11,,1,3,2,2,3,3,2,2,2,1,3,4,2,2,2,1,2,3,4,4,4,3,2,2,4,3,3,1,1,3,4,2,2,2,1,5,3,5,2,3,4,2,4,3,4,3,2,4,2,1,3,3,2,3,3,4,4,2,4,2,2,1,1,1,2,2,2,1,1,1,4,1,1,1,1,2,1,1,4,3,3,3,4,3,5,4,3,2,4,3,4,3,4,5,3,5,3,2,2,2,2,2,1,2,2,2,2,2,3,1,3,1,2,2,2,4,2,1,1,2,1,2,2,1,4,4,3,2,3,3,3,2,2,3,148,16,31,20,41,27,50,187
,12,,1,2,2,5,2,1,2,2,2,4,2,3,3,2,4,2,1,2,4,3,5,2,4,2,4,4,3,2,2,4,4,2,2,3,3,2,2,4,2,2,4,4,2,4,2,2,2,3,3,2,4,2,1,4,2,3,4,1,4,3,1,3,2,1,1,1,1,2,2,1,3,2,1,2,3,2,1,3,4,5,5,4,5,4,5,4,4,5,5,4,4,4,4,5,3,4,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,5,2,3,3,4,4,142,21,31,20,45,31,45,194
,13,,1,2,2,1,1,1,2,2,1,2,2,3,1,1,1,2,1,2,2,3,3,2,2,2,5,1,2,2,2,5,4,2,1,2,2,4,3,2,2,1,3,4,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,4,4,2,2,2,2,3,2,2,2,2,2,4,2,2,3,3,3,3,3,5,4,4,5,4,4,5,4,4,4,5,4,5,4,5,5,4,4,1,1,1,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,2,3,1,3,5,2,5,1,1,2,142,21,29,19,42,22,48,184
,14,,1,1,3,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,2,4,1,1,1,1,4,1,3,1,1,5,5,1,1,1,1,5,1,1,1,3,4,2,1,1,2,1,1,1,1,1,5,1,1,3,1,1,4,3,5,1,1,1,1,1,1,1,1,1,3,1,5,1,1,2,5,2,1,5,4,3,5,5,5,4,5,5,5,4,3,5,5,5,5,5,4,5,2,2,3,2,2,1,1,5,2,1,3,1,1,1,2,1,1,1,2,3,5,2,3,5,5,3,5,3,5,5,1,1,4,3,5,1,1,5,181,16,21,12,30,23,41,143
,15,,1,1,3,1,1,1,1,3,1,1,2,1,2,3,3,3,1,3,4,5,3,1,2,3,5,1,5,1,1,3,3,2,2,2,3,5,2,3,1,3,5,3,1,4,2,3,2,3,1,3,5,2,1,4,1,3,5,2,5,1,3,1,2,1,2,3,1,3,1,3,4,1,1,3,1,2,3,5,3,5,5,5,5,3,5,4,5,3,5,4,5,4,5,3,4,3,1,1,2,4,1,1,1,2,1,1,1,1,3,1,4,1,1,1,1,2,4,2,1,4,2,1,5,2,1,5,2,2,4,1,2,3,2,2,152,16,26,18,43,27,55,187
,16,,1,3,4,1,3,1,1,1,1,1,1,3,3,3,5,1,1,3,3,5,3,3,3,3,3,4,5,1,1,4,4,3,1,2,3,3,3,2,1,5,5,3,3,5,4,1,1,1,2,2,3,5,3,2,3,3,3,3,3,1,1,1,1,5,3,1,1,1,1,1,5,1,1,1,2,2,2,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,4,1,5,2,1,1,1,3,1,5,1,1,1,1,1,5,1,1,5,5,4,5,5,3,5,5,5,5,4,2,3,5,2,208,17,22,18,46,30,57,192
,17,,1,3,1,1,5,3,3,2,1,4,3,3,2,3,2,2,3,2,5,3,3,2,3,4,4,4,4,1,2,2,3,4,1,2,2,4,3,3,1,4,3,5,1,4,3,1,1,2,1,3,5,3,3,3,3,3,3,3,3,3,1,1,4,1,1,4,1,3,1,1,4,1,4,3,1,1,1,4,5,4,5,5,4,3,5,5,5,3,4,4,5,5,4,4,5,5,1,1,1,1,1,1,1,1,1,4,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,2,3,3,3,5,4,5,2,2,5,5,1,157,22,24,23,49,26,57,200
,18,,1,3,3,1,2,2,1,3,1,1,3,3,3,2,1,3,1,3,2,2,3,2,1,1,3,1,3,2,2,3,3,3,1,2,2,3,3,3,1,1,2,2,5,2,3,3,1,3,3,1,3,2,2,2,3,3,1,3,3,2,2,2,3,1,2,3,2,1,3,3,2,3,3,3,3,2,1,3,4,3,3,5,3,2,5,3,4,3,5,3,4,2,4,5,4,5,2,5,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,3,4,5,4,4,5,1,1,4,2,4,1,1,4,147,19,30,17,42,21,46,174
,19,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,1,1,5,5,1,1,1,1,5,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,1,1,5,1,5,1,1,5,153,12,25,12,27,16,35,128
,20,,1,1,1,1,2,2,4,3,1,1,1,4,1,2,2,1,2,3,5,1,5,1,1,1,5,3,1,1,1,4,4,1,1,1,1,2,3,1,1,1,1,2,4,1,4,2,1,1,1,1,5,1,1,1,1,4,5,1,2,4,1,1,1,1,1,1,2,1,1,4,1,4,5,1,1,1,1,3,4,5,5,4,5,5,5,4,4,3,5,2,5,4,5,5,4,5,1,1,1,2,1,1,1,2,1,1,4,1,3,1,1,1,2,1,1,1,3,1,3,4,2,1,4,3,1,5,2,4,5,1,4,2,5,5,162,17,28,12,27,25,41,151
,21,,1,3,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,5,3,3,1,1,1,5,1,3,1,1,5,5,1,1,1,1,5,1,1,1,1,5,1,2,2,4,1,1,1,1,1,5,1,1,5,3,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,5,5,5,5,1,5,5,5,5,5,5,5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,1,5,1,1,5,1,1,1,5,5,140,14,23,13,31,19,46,147
,22,,1,2,3,2,2,1,2,2,1,3,2,3,2,3,2,1,1,2,4,4,3,2,2,3,4,3,3,3,2,4,3,2,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,1,4,4,2,5,4,4,5,5,4,4,4,4,5,5,2,2,5,4,2,1,1,1,1,1,1,1,2,3,1,2,1,2,1,3,2,1,1,1,1,4,1,1,2,1,3,3,1,4,5,3,1,4,2,3,2,2,2,142,24,28,19,51,31,55,208
,23,,1,1,1,1,1,3,1,5,1,5,1,1,1,5,1,1,5,1,5,5,1,5,5,1,1,5,5,1,3,1,5,5,1,5,5,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,5,1,1,5,1,1,5,1,5,1,1,1,1,3,1,3,1,2,2,1,4,4,4,1,1,1,1,5,1,3,4,5,5,1,5,5,1,4,5,5,5,1,5,5,1,4,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,5,5,1,1,2,1,5,3,124,20,17,26,44,26,50,184
,24,,1,3,3,2,3,4,1,3,1,3,3,3,4,2,1,1,2,3,3,3,3,3,3,3,4,2,3,1,5,4,3,3,3,3,5,2,1,2,1,2,3,4,4,3,3,3,1,1,3,1,5,1,2,3,1,2,3,3,3,3,1,3,2,3,3,2,3,1,1,2,2,1,2,4,3,2,1,3,5,5,5,5,3,3,3,4,5,4,5,3,3,5,3,5,3,3,3,1,1,1,1,1,1,1,1,1,3,1,5,4,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,5,3,3,5,1,4,1,3,5,147,25,25,26,49,31,41,195
,25,,1,4,3,2,2,2,2,2,1,2,2,3,1,4,2,1,2,2,3,4,5,2,2,2,5,4,4,1,1,2,4,2,1,2,2,2,2,3,2,1,3,3,1,3,4,3,1,2,1,1,1,4,3,2,3,4,2,2,5,5,2,1,3,1,2,2,1,1,2,2,3,2,2,3,3,3,1,3,5,4,5,4,4,4,5,4,5,4,5,4,4,5,4,5,5,4,4,1,2,1,2,2,1,2,2,2,4,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,4,1,1,2,1,1,4,1,2,1,2,4,147,22,34,18,44,18,48,183
,26,,1,3,2,1,1,2,2,1,1,1,3,2,3,2,2,2,1,2,3,3,5,1,1,2,3,2,2,2,2,4,5,3,2,2,1,2,3,3,2,3,2,3,3,2,2,2,1,2,2,2,2,3,2,2,3,2,4,2,1,3,2,2,2,1,1,2,1,1,3,3,1,2,2,2,2,3,1,2,4,5,5,5,5,3,5,5,4,3,5,4,4,3,3,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,5,1,1,4,1,3,1,1,3,129,19,26,14,42,24,40,165
,27,,1,1,5,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,2,1,1,1,1,1,5,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,5,4,4,4,5,4,5,5,5,4,5,4,5,4,5,5,4,3,2,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,5,4,3,5,4,5,5,1,1,4,4,4,1,1,5,162,12,23,8,24,18,29,114
,28,,1,4,5,2,1,1,1,2,1,2,3,2,1,4,2,1,1,1,2,2,4,2,1,1,4,4,2,1,1,5,5,1,1,1,1,4,1,1,1,2,2,4,2,2,3,2,1,1,1,1,3,1,1,4,3,2,4,2,4,4,1,2,2,1,2,1,3,1,3,3,4,2,2,2,2,2,1,5,5,5,5,5,3,4,5,4,5,4,5,5,5,3,4,4,4,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,1,2,4,1,2,4,1,3,2,3,4,142,22,27,18,31,22,47,167
,29,,1,3,4,2,2,1,1,3,1,1,3,2,2,3,2,1,2,3,2,3,5,4,2,3,4,1,2,1,2,5,5,2,1,1,1,3,3,2,2,2,2,4,3,2,5,4,1,4,1,2,2,1,4,4,4,5,5,2,4,4,1,1,1,1,3,1,1,2,2,2,4,1,2,1,2,4,1,3,2,2,2,2,3,4,2,3,2,3,4,3,5,2,4,5,5,2,3,4,2,3,3,1,1,1,2,1,2,1,2,1,1,3,1,1,1,3,4,2,1,5,2,2,2,3,1,1,1,1,3,5,2,1,3,5,136,18,29,21,45,23,51,188
,30,,1,1,2,2,2,2,1,4,2,4,2,2,4,3,2,1,1,1,4,5,5,1,2,3,3,1,5,1,1,3,4,1,1,1,1,2,3,1,1,3,4,5,5,2,5,5,1,2,3,1,4,3,2,2,4,2,5,1,5,3,3,1,2,3,1,1,1,1,3,1,4,1,1,5,3,2,1,2,2,5,5,5,4,2,3,5,1,2,5,3,5,2,5,5,2,4,1,1,1,2,1,1,1,3,1,1,1,2,3,1,1,2,4,3,4,1,3,3,2,4,1,4,5,1,3,2,1,4,2,1,2,4,4,2,148,20,24,23,44,34,46,188
,31,,1,4,2,2,4,2,3,2,2,1,4,2,2,4,2,2,4,4,4,4,4,2,4,4,4,4,4,1,1,1,1,3,1,3,1,5,1,3,1,1,2,1,5,1,1,3,1,1,2,2,3,1,3,4,1,3,1,1,4,3,1,1,1,1,1,3,1,1,1,3,3,1,3,5,2,2,1,3,4,5,5,5,5,1,5,5,5,5,5,5,5,1,3,5,4,4,1,1,1,1,1,1,1,4,1,1,3,2,4,4,3,2,2,2,1,5,2,2,1,3,2,2,5,5,4,5,1,1,5,2,2,2,3,3,168,23,28,15,43,28,46,180
,32,,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,5,1,1,1,3,1,3,1,1,5,5,1,3,1,1,5,1,1,1,1,1,1,3,1,3,1,1,1,1,1,5,3,1,5,1,5,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,1,1,1,2,1,1,4,1,1,3,1,3,3,3,1,1,1,1,2,5,1,1,5,5,5,5,3,5,5,1,1,5,2,5,1,1,5,184,17,19,8,27,23,38,131
,33,,1,3,1,3,1,3,1,2,1,2,3,4,1,3,1,1,2,3,2,2,3,3,2,2,4,3,3,2,2,2,3,3,1,2,2,3,2,3,2,1,2,2,3,1,3,3,1,3,3,1,3,3,1,2,2,3,2,2,4,2,2,1,3,3,1,1,1,1,2,3,2,2,3,3,3,3,1,3,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,1,1,5,1,2,3,1,5,144,19,32,18,38,25,40,171
,34,,1,3,1,1,1,1,3,2,1,1,5,5,1,3,1,1,3,4,5,5,5,2,1,3,2,5,5,1,1,1,5,1,1,5,1,5,3,1,5,5,3,1,5,1,5,3,1,1,2,1,5,1,1,1,1,3,5,2,5,3,2,1,1,1,5,1,1,1,3,1,5,1,1,1,1,3,1,2,5,3,5,3,3,3,5,3,5,4,5,1,4,5,4,5,1,5,1,1,1,4,1,1,1,4,1,1,5,1,5,2,3,3,3,1,1,1,1,2,1,5,4,5,5,1,3,5,1,5,4,1,4,1,5,1,164,17,25,20,45,30,49,187
,35,,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,4,5,2,1,1,5,4,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,5,2,1,2,1,1,1,2,1,1,5,5,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,5,5,4,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,5,4,1,4,2,4,5,1,1,5,1,4,1,2,2,153,16,23,12,29,15,36,132
,36,,1,2,1,2,3,2,2,1,3,1,2,2,2,2,3,1,4,2,3,4,5,1,1,1,2,4,3,2,3,4,5,1,2,3,2,4,1,1,1,2,2,3,2,2,4,4,1,1,1,1,5,1,2,2,3,4,4,1,5,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,2,1,2,4,5,5,5,3,4,5,5,4,5,5,4,3,4,5,5,3,5,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,5,1,1,4,2,2,2,2,2,5,4,2,4,1,4,2,2,5,156,19,23,13,40,32,38,165
,37,,1,1,1,1,5,2,1,1,1,1,2,1,1,5,3,1,3,1,5,3,5,1,3,1,5,5,4,1,1,2,5,1,1,1,1,5,1,1,1,1,2,5,5,2,5,2,1,1,1,1,1,5,2,2,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,5,5,5,5,2,3,5,5,5,4,5,5,5,4,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,1,5,1,1,5,1,1,5,1,5,1,4,5,154,21,22,15,33,24,44,160
,38,,1,3,3,2,1,1,1,1,1,1,2,3,2,3,2,1,2,1,3,2,5,3,1,2,5,4,3,1,1,3,5,2,1,1,1,4,2,3,2,2,2,3,1,1,4,3,1,3,2,2,1,1,3,2,3,4,2,2,4,4,3,1,2,1,1,1,1,1,2,3,3,2,3,3,4,3,1,5,5,4,4,4,4,3,5,4,5,5,5,5,5,4,5,5,4,4,1,1,3,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,5,3,1,5,3,2,5,2,3,3,2,3,1,1,4,153,21,35,14,41,19,45,174
,39,,1,3,4,1,1,2,2,1,1,2,3,2,1,2,3,2,1,2,2,3,3,2,1,2,4,3,3,1,2,4,4,1,1,1,2,4,2,2,2,2,3,4,2,2,3,3,1,2,2,1,1,2,2,2,3,4,2,2,3,3,2,2,1,1,2,2,2,1,2,3,2,2,2,2,3,3,1,3,5,3,2,5,5,4,5,5,5,4,5,4,4,3,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,3,2,1,1,5,4,3,5,5,2,3,1,1,4,2,3,2,2,4,155,20,27,19,37,18,46,167
,40,,1,1,2,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,4,1,2,1,1,4,2,3,1,1,3,4,1,1,1,1,1,1,1,1,5,3,3,1,2,4,1,1,1,1,1,1,1,1,2,1,2,4,1,2,4,1,1,1,1,4,2,1,1,2,1,3,1,1,3,4,2,1,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,5,4,5,5,3,2,1,1,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,5,2,1,5,5,1,4,2,2,5,2,3,1,1,5,164,19,17,16,30,22,33,136
,41,,1,3,1,1,1,2,1,2,1,2,2,4,1,1,1,1,1,2,1,1,4,1,1,1,4,3,1,1,1,2,5,1,1,1,1,3,3,3,1,1,3,1,3,1,3,3,1,2,3,1,1,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,3,5,5,4,3,5,4,5,3,5,5,4,4,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,2,4,2,1,5,1,1,5,3,1,5,3,1,5,1,3,2,1,4,154,18,32,16,39,20,42,168
,42,,1,2,3,1,2,3,2,2,2,1,1,2,2,3,2,1,3,1,3,3,3,1,2,2,3,2,3,1,2,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,4,2,2,3,2,1,4,3,2,3,3,3,4,3,4,2,2,3,3,1,1,2,3,1,3,3,2,2,4,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,2,2,1,1,3,1,1,3,1,3,3,1,3,3,3,4,148,19,26,15,47,28,51,188
,43,,1,3,4,3,2,4,2,2,1,3,3,4,1,4,1,2,3,3,4,2,4,3,3,3,4,4,4,1,1,1,4,3,3,2,3,3,3,3,3,3,4,4,3,2,4,3,1,3,3,2,1,3,4,3,3,3,3,3,3,3,3,2,3,1,3,3,1,1,3,3,3,2,3,4,3,3,1,5,3,4,3,3,3,2,4,3,3,3,4,2,5,2,4,4,3,2,2,2,2,2,2,1,1,2,2,1,2,1,3,1,3,1,3,3,1,3,3,3,1,4,1,1,2,1,1,3,2,3,3,2,3,1,2,2,133,23,32,26,52,27,56,214
,44,,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,5,5,2,3,3,5,3,3,1,3,3,2,3,1,1,1,3,3,3,2,4,3,5,3,4,5,2,1,3,1,1,3,3,2,3,2,3,3,1,5,3,3,1,1,1,2,1,1,4,4,3,4,3,3,4,1,3,1,4,1,5,5,5,5,3,5,5,1,5,5,3,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,118,19,32,19,40,24,53,185
,45,,1,3,1,1,1,1,1,2,1,3,3,3,1,1,1,1,2,1,5,4,3,1,2,1,3,4,1,2,1,5,5,1,1,1,1,3,1,2,3,2,2,2,3,1,3,3,1,1,3,1,3,3,1,1,1,4,3,1,4,2,1,1,1,1,1,1,3,2,2,2,4,1,1,1,1,3,3,3,5,4,5,3,4,3,5,4,5,4,5,3,3,5,3,5,4,5,4,1,2,1,4,4,3,3,2,1,4,2,4,2,2,1,1,2,2,5,3,2,1,5,3,4,5,3,2,5,4,4,2,2,4,3,1,3,181,18,23,15,35,21,39,154
,46,,1,1,4,3,2,2,1,3,2,2,3,2,3,4,3,3,4,2,2,4,4,4,1,3,2,4,1,2,2,3,3,4,3,4,3,2,3,4,3,2,3,2,3,2,3,4,2,3,2,3,4,1,4,3,2,3,2,1,2,1,4,2,3,1,2,2,2,1,2,3,2,1,1,2,2,2,2,2,4,3,2,4,4,5,5,2,4,3,1,4,4,2,4,5,3,4,2,1,2,3,2,1,2,3,3,1,3,1,3,3,3,2,2,1,1,2,2,1,2,3,3,4,4,4,4,4,3,4,4,2,4,3,3,4,162,20,24,21,56,31,39,193
,47,,1,3,5,1,1,2,1,2,1,1,1,2,1,1,1,1,1,3,1,1,4,3,2,2,2,4,1,1,1,3,3,1,1,2,2,3,3,3,1,1,1,2,3,3,3,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,3,4,5,3,5,5,3,5,3,5,3,4,3,4,2,3,3,2,5,2,2,2,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,3,5,2,5,5,3,5,1,1,4,1,3,1,1,4,144,20,26,15,43,21,48,174
